"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50020","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","113",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50020","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","69",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50020","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","87",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50021","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","202",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50021","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","66",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50021","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","114",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50021","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","38",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50021","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","38",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50022","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","469",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50022","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","144",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50022","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","258",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50022","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","148",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50022","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","181",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50023","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","266",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50023","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","77",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50023","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","110",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50023","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","36",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50023","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","34",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50025","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","449",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50025","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","161",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50025","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","254",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50025","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","161",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50025","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","178",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50026","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","81",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50026","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","29",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50026","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","49",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50026","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","39",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50026","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","46",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50027","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","22",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50027","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","6",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50027","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","13",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50027","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","4",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50027","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","11",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50028","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","94",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50028","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","29",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50028","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","53",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50028","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","32",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50028","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","47",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50029","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","44",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50029","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","6",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50029","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","32",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50029","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","17",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50029","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","24",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50031","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","2",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50031","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50031","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50031","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50031","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50034","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","66",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50034","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","18",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50034","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","43",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50034","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","31",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50034","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","33",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50035","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","130",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50035","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","49",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50035","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","66",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50035","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","40",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50035","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","67",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50036","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","638",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50036","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","215",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50036","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","355",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50036","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","164",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50036","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","297",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50038","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","4",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50038","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50038","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","3",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50038","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50039","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","62",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50039","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","21",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50039","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","30",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50039","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","23",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50039","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","24",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50040","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","4",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50040","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","4",""
